股票代码,股票名称,股票链接
SZ399210,服务指数,/S/SZ399210
SZ399220,传播指数,/S/SZ399220
SZ399230,综企指数,/S/SZ399230
SZ399298,深信中高,/S/SZ399298
SZ399481,企债指数,/S/SZ399481
SZ399623,中小基础,/S/SZ399623
SH000822,500红利,/S/SH000822
SH600436,片仔癀,/S/SH600436
SZ300454,深信服,/S/SZ300454
SZ399366,国证大宗,/S/SZ399366
SZ399381,1000能源,/S/SZ399381
SZ399663,中小低波,/S/SZ399663
SZ300280,紫天科技,/S/SZ300280
SH000801,资源80,/S/SH000801
SH000996,领先行业,/S/SH000996
SZ399009,深证200,/S/SZ399009
SZ399679,深证200R,/S/SZ399679
SZ000869,张裕A,/S/SZ000869
SH000004,工业指数,/S/SH000004
SH000826,民企红利,/S/SH000826
SZ002621,三垒股份,/S/SZ002621
SZ200418,小天鹅B,/S/SZ200418
SH000116,信用100,/S/SH000116
SZ399618,深证医药,/S/SZ399618
SH603005,晶方科技,/S/SH603005
SZ000004,国农科技,/S/SZ000004
SZ000977,浪潮信息,/S/SZ000977
SZ300583,赛托生物,/S/SZ300583
SH000032,上证能源,/S/SH000032
SH000839,浙企综指,/S/SH000839
SZ399233,制造指数,/S/SZ399233
SH601689,拓普集团,/S/SH601689
SZ001872,招商港口,/S/SZ001872
SZ002858,力盛赛车,/S/SZ002858
SH000066,上证商品,/S/SH000066
SZ399557,央视文化,/S/SZ399557
SZ399605,SME价值R,/S/SZ399605
SH600056,中国医药,/S/SH600056
SH601098,中南传媒,/S/SH601098
SH603318,派思股份,/S/SH603318
SZ002601,龙蟒佰利,/S/SZ002601
SZ002745,木林森,/S/SZ002745
SZ399690,中小专利,/S/SZ399690
SH600699,均胜电子,/S/SH600699
SH603585,苏利股份,/S/SH603585
SZ000042,中洲控股,/S/SZ000042
SZ000999,华润三九,/S/SZ000999
SZ002735,王子新材,/S/SZ002735
SZ002739,万达电影,/S/SZ002739
SZ300132,青松股份,/S/SZ300132
SZ399100,新指数,/S/SZ399100
SZ399971,中证传媒,/S/SZ399971
SH600584,长电科技,/S/SH600584
SH601788,光大证券,/S/SH601788
SH603330,上海天洋,/S/SH603330
SH900923,百联B股,/S/SH900923
SZ002399,海普瑞,/S/SZ002399
SZ002411,延安必康,/S/SZ002411
SZ002774,快意电梯,/S/SZ002774
SZ002819,东方中科,/S/SZ002819
SZ300664,鹏鹞环保,/S/SZ300664
SH000983,智能资产,/S/SH000983
SZ399415,I100,/S/SZ399415
SZ399551,央视创新,/S/SZ399551
SZ399940,财富大盘,/S/SZ399940
SZ399987,中证酒,/S/SZ399987
SH600188,兖州煤业,/S/SH600188
SH600674,川投能源,/S/SH600674
SH600822,上海物贸,/S/SH600822
SH600892,大晟文化,/S/SH600892
SZ000011,深物业A,/S/SZ000011
SZ000813,德展健康,/S/SZ000813
SZ002159,三特索道,/S/SZ002159
SZ002371,北方华创,/S/SZ002371
SZ002602,世纪华通,/S/SZ002602
SZ002776,柏堡龙,/S/SZ002776
SH000023,沪分离债,/S/SH000023
SH000807,食品饮料,/S/SH000807
SH000810,细分能源,/S/SH000810
SH000907,中证700,/S/SH000907
SH000924,分离债,/S/SH000924
SZ399101,中小板综,/S/SZ399101
SZ399419,国证高铁,/S/SZ399419
SZ399685,深成医药,/S/SZ399685
SZ399993,CSWD生科,/S/SZ399993
SH600489,中金黄金,/S/SH600489
SH600579,天华院,/S/SH600579
SH600673,东阳光科,/S/SH600673
SH900929,锦旅B股,/S/SH900929
SZ002736,国信证券,/S/SZ002736
SZ300314,戴维医疗,/S/SZ300314
SZ300381,溢多利,/S/SZ300381
SZ399295,创业蓝筹,/S/SZ399295
SH000103,沪消费品,/S/SH000103
SH000109,380医药,/S/SH000109
SH600793,宜宾纸业,/S/SH600793
SZ000026,飞亚达A,/S/SZ000026
SZ000665,湖北广电,/S/SZ000665
SZ002644,佛慈制药,/S/SZ002644
SZ002868,绿康生化,/S/SZ002868
SZ399318,国证B指,/S/SZ399318
SH601699,潞安环能,/S/SH601699
SH603108,润达医疗,/S/SH603108
SH900924,上工B股,/S/SH900924
SZ000502,绿景控股,/S/SZ000502
SZ000768,中航飞机,/S/SZ000768
SZ000815,美利云,/S/SZ000815
SZ002336,人人乐,/S/SZ002336
SZ002381,双箭股份,/S/SZ002381
SZ300193,佳士科技,/S/SZ300193
SZ300305,裕兴股份,/S/SZ300305
SZ300334,津膜科技,/S/SZ300334
SZ300383,光环新网,/S/SZ300383
SZ300498,温氏股份,/S/SZ300498
SH000961,中证上游,/S/SH000961
SZ399315,巨潮中盘,/S/SZ399315
SZ399961,中证上游,/S/SZ399961
SH600326,西藏天路,/S/SH600326
SH600996,贵广网络,/S/SH600996
SZ000513,丽珠集团,/S/SZ000513
SZ002117,东港股份,/S/SZ002117
SZ002712,思美传媒,/S/SZ002712
SZ399017,SME创新,/S/SZ399017
SZ399647,深医药50,/S/SZ399647
SH600694,大商股份,/S/SH600694
SH603987,康德莱,/S/SH603987
SZ000926,福星股份,/S/SZ000926
SZ300122,智飞生物,/S/SZ300122
SZ300623,捷捷微电,/S/SZ300623
SZ399320,国证服务,/S/SZ399320
SH600236,桂冠电力,/S/SH600236
SH600260,凯乐科技,/S/SH600260
SH601799,星宇股份,/S/SH601799
SZ000034,神州数码,/S/SZ000034
SZ002033,丽江旅游,/S/SZ002033
SZ002274,华昌化工,/S/SZ002274
SZ002396,星网锐捷,/S/SZ002396
SZ002434,万里扬,/S/SZ002434
SZ002690,美亚光电,/S/SZ002690
SZ002743,富煌钢构,/S/SZ002743
SZ300436,广生堂,/S/SZ300436
SZ300469,信息发展,/S/SZ300469
SH000119,380R成长,/S/SH000119
SH000987,全指材料,/S/SH000987
SZ399812,养老产业,/S/SZ399812
SH600333,长春燃气,/S/SH600333
SH600507,方大特钢,/S/SH600507
SH600629,华建集团,/S/SH600629
SH603156,养元饮品,/S/SH603156
SH900901,云赛B股,/S/SH900901
SZ000829,天音控股,/S/SZ000829
SZ000969,安泰科技,/S/SZ000969
SZ002376,新北洋,/S/SZ002376
SH000046,上证中小,/S/SH000046
SH000071,材料等权,/S/SH000071
SH000146,优势制造,/S/SH000146
SH000986,全指能源,/S/SH000986
SZ399106,深证综指,/S/SZ399106
SZ399107,深证A指,/S/SZ399107
SZ399643,创业新兴,/S/SZ399643
SZ399664,中小高贝,/S/SZ399664
SH601985,中国核电,/S/SH601985
SH603808,歌力思,/S/SH603808
SH603839,安正时尚,/S/SH603839
SZ000498,山东路桥,/S/SZ000498
SZ002585,双星新材,/S/SZ002585
SZ002697,红旗连锁,/S/SZ002697
SH000104,380能源,/S/SH000104
SH000150,380红利,/S/SH000150
SH000944,内地资源,/S/SH000944
SH000993,全指信息,/S/SH000993
SZ399436,国证煤炭,/S/SZ399436
SZ399944,内地资源,/S/SZ399944
SH600615,丰华股份,/S/SH600615
SH601038,一拖股份,/S/SH601038
SZ000952,广济药业,/S/SZ000952
SZ002466,天齐锂业,/S/SZ002466
SZ002901,大博医疗,/S/SZ002901
SZ300261,雅本化学,/S/SZ300261
SZ399018,创业创新,/S/SZ399018
SH000132,上证100,/S/SH000132
SH000949,内地农业,/S/SH000949
SZ399386,1000医药,/S/SZ399386
SZ399427,专利领先,/S/SZ399427
SZ399635,创业板EW,/S/SZ399635
SZ399674,深A医药,/S/SZ399674
SZ399817,生态100,/S/SZ399817
SH600767,ST运盛,/S/SH600767
SH601677,明泰铝业,/S/SH601677
SH601966,玲珑轮胎,/S/SH601966
SZ002412,汉森制药,/S/SZ002412
SZ002722,金轮股份,/S/SZ002722
SZ300100,双林股份,/S/SZ300100
SZ300260,新莱应材,/S/SZ300260
SH000832,中证转债,/S/SH000832
SZ399429,新丝路,/S/SZ399429
SZ399814,大农业,/S/SZ399814
SH600648,外高桥,/S/SH600648
SH603908,牧高笛,/S/SH603908
SH900926,宝信B,/S/SH900926
SZ002458,益生股份,/S/SZ002458
SZ300585,奥联电子,/S/SZ300585
SH000005,商业指数,/S/SH000005
SH000037,上证医药,/S/SH000037
SH000158,上证环保,/S/SH000158
SH000827,中证环保,/S/SH000827
SH000854,500原料,/S/SH000854
SZ399394,国证医药,/S/SZ399394
SZ399407,中盘高贝,/S/SZ399407
SZ399659,深成指EW,/S/SZ399659
SH600111,北方稀土,/S/SH600111
SH600138,中青旅,/S/SH600138
SH600308,华泰股份,/S/SH600308
SH601808,中海油服,/S/SH601808
SH603167,渤海轮渡,/S/SH603167
SH603458,勘设股份,/S/SH603458
SH603612,索通发展,/S/SH603612
SH900909,华谊B股,/S/SH900909
SH900940,大名城B,/S/SH900940
SZ000776,广发证券,/S/SZ000776
SZ002275,桂林三金,/S/SZ002275
SZ002414,高德红外,/S/SZ002414
SZ002422,科伦药业,/S/SZ002422
SZ002542,中化岩土,/S/SZ002542
SH000121,医药主题,/S/SH000121
SH000998,中证TMT,/S/SH000998
SZ399237,运输指数,/S/SZ399237
SH600021,上海电力,/S/SH600021
SH600110,诺德股份,/S/SH600110
SH600812,华北制药,/S/SH600812
SZ000598,兴蓉环境,/S/SZ000598
SZ002666,德联集团,/S/SZ002666
SZ300242,佳云科技,/S/SZ300242
SZ399422,中关村A,/S/SZ399422
SH000111,380信息,/S/SH000111
SH000808,医药生物,/S/SH000808
SH000857,500医药,/S/SH000857
SH000978,医药100,/S/SH000978
SZ399377,小盘价值,/S/SZ399377
SZ399406,中盘低波,/S/SZ399406
SZ399978,医药100,/S/SZ399978
SH600549,厦门钨业,/S/SH600549
SH600552,凯盛科技,/S/SH600552
SH600874,创业环保,/S/SH600874
SH600900,长江电力,/S/SH600900
SH603113,金能科技,/S/SH603113
SH603387,基蛋生物,/S/SH603387
SZ000030,富奥股份,/S/SZ000030
SZ000063,中兴通讯,/S/SZ000063
SZ000828,东莞控股,/S/SZ000828
SZ000876,新希望,/S/SZ000876
SZ000959,首钢股份,/S/SZ000959
SZ000965,天保基建,/S/SZ000965
SZ002317,众生药业,/S/SZ002317
SZ002338,奥普光电,/S/SZ002338
SZ002431,棕榈股份,/S/SZ002431
SZ002582,好想你,/S/SZ002582
SZ300258,精锻科技,/S/SZ300258
SH000838,创业价值,/S/SH000838
SH000856,500工业,/S/SH000856
SH000933,中证医药,/S/SH000933
SZ399012,创业300,/S/SZ399012
SZ399401,中小盘,/S/SZ399401
SZ399933,中证医药,/S/SZ399933
SH603993,洛阳钼业,/S/SH603993
SZ000937,冀中能源,/S/SZ000937
SZ002130,沃尔核材,/S/SZ002130
SZ002576,通达动力,/S/SZ002576
SZ300160,秀强股份,/S/SZ300160
SH000802,500沪市,/S/SH000802
SH000840,浙江民企,/S/SH000840
SZ399190,金融指数,/S/SZ399190
SZ399363,计算机指,/S/SZ399363
SZ399397,OCT文化,/S/SZ399397
SH600177,雅戈尔,/S/SH600177
SH600336,澳柯玛,/S/SH600336
SH600361,华联综超,/S/SH600361
SH600400,红豆股份,/S/SH600400
SH600415,小商品城,/S/SH600415
SH600717,天津港,/S/SH600717
SH603003,龙宇燃油,/S/SH603003
SH603161,科华控股,/S/SH603161
SH603214,爱婴室,/S/SH603214
SH603569,长久物流,/S/SH603569
SH603938,三孚股份,/S/SH603938
SZ000685,中山公用,/S/SZ000685
SZ000789,万年青,/S/SZ000789
SZ000930,中粮生化,/S/SZ000930
SZ000973,佛塑科技,/S/SZ000973
SZ002203,海亮股份,/S/SZ002203
SZ002244,滨江集团,/S/SZ002244
SZ002758,华通医药,/S/SZ002758
SZ399688,深成电信,/S/SZ399688
SH600113,浙江东日,/S/SH600113
SH600500,中化国际,/S/SH600500
SZ002449,国星光电,/S/SZ002449
SZ002812,恩捷股份,/S/SZ002812
SZ002817,黄山胶囊,/S/SZ002817
SH000913,300医药,/S/SH000913
SH000966,基本400,/S/SH000966
SH000991,全指医药,/S/SH000991
SZ399913,300医药,/S/SZ399913
SZ399998,中证煤炭,/S/SZ399998
SH600180,瑞茂通,/S/SH600180
SH600301,ST南化,/S/SH600301
SH600758,红阳能源,/S/SH600758
SH601018,宁波港,/S/SH601018
SH601611,中国核建,/S/SH601611
SH603183,建研院,/S/SH603183
SH603767,中马传动,/S/SH603767
SZ000850,华茂股份,/S/SZ000850
SZ200025,特力B,/S/SZ200025
SH000842,800等权,/S/SH000842
SH000863,CS精准医,/S/SH000863
SZ399437,国证证券,/S/SZ399437
SZ399607,科技100R,/S/SZ399607
SZ399668,创业板V,/S/SZ399668
SH600083,博信股份,/S/SH600083
SH600123,兰花科创,/S/SH600123
SH600320,振华重工,/S/SH600320
SH600508,上海能源,/S/SH600508
SH600580,卧龙电气,/S/SH600580
SH600866,星湖科技,/S/SH600866
SH603665,康隆达,/S/SH603665
SH603829,洛凯股份,/S/SH603829
SZ000690,宝新能源,/S/SZ000690
SZ002238,天威视讯,/S/SZ002238
SZ002408,齐翔腾达,/S/SZ002408
SZ002734,利民股份,/S/SZ002734
SZ300033,同花顺,/S/SZ300033
SH000094,上证上游,/S/SH000094
SH000820,煤炭指数,/S/SH000820
SZ399319,资源优势,/S/SZ399319
SZ399666,中创高贝,/S/SZ399666
SZ399707,CSSW证券,/S/SZ399707
SH600605,汇通能源,/S/SH600605
SH600966,博汇纸业,/S/SH600966
SH601008,连云港,/S/SH601008
SH900921,丹科B股,/S/SH900921
SZ000591,太阳能,/S/SZ000591
SZ000726,鲁泰A,/S/SZ000726
SZ000975,银泰资源,/S/SZ000975
SZ002201,九鼎新材,/S/SZ002201
SZ002350,北京科锐,/S/SZ002350
SZ002591,恒大高新,/S/SZ002591
SZ002765,蓝黛传动,/S/SZ002765
SZ002842,翔鹭钨业,/S/SZ002842
SZ002863,今飞凯达,/S/SZ002863
SZ300537,广信材料,/S/SZ300537
SH600035,楚天高速,/S/SH600035
SH600106,重庆路桥,/S/SH600106
SH600368,五洲交通,/S/SH600368
SH601101,昊华能源,/S/SH601101
SH601188,龙江交通,/S/SH601188
SH601991,大唐发电,/S/SH601991
SH900908,氯碱B股,/S/SH900908
SZ000668,荣丰控股,/S/SZ000668
SZ000676,智度股份,/S/SZ000676
SZ002440,闰土股份,/S/SZ002440
SZ002775,文科园林,/S/SZ002775
SZ300455,康拓红外,/S/SZ300455
SH000009,上证380,/S/SH000009
SH000806,消费服务,/S/SH000806
SZ399639,深证大宗,/S/SZ399639
SH600223,鲁商置业,/S/SH600223
SH600977,中国电影,/S/SH600977
SH601618,中国中冶,/S/SH601618
SH603319,湘油泵,/S/SH603319
SZ000818,航锦科技,/S/SZ000818
SZ002016,世荣兆业,/S/SZ002016
SZ002314,南山控股,/S/SZ002314
SZ002404,嘉欣丝绸,/S/SZ002404
SZ300188,美亚柏科,/S/SZ300188
SH000003,B股指数,/S/SH000003
SH000118,380价值,/S/SH000118
SZ399617,深证消费,/S/SZ399617
SZ399665,中创低波,/S/SZ399665
SZ399807,高铁产业,/S/SZ399807
SH600800,天津磁卡,/S/SH600800
SH600827,百联股份,/S/SH600827
SH603039,泛微网络,/S/SH603039
SZ002855,捷荣技术,/S/SZ002855
SZ300176,鸿特科技,/S/SZ300176
SH000938,中证民企,/S/SH000938
SZ399669,深证农业,/S/SZ399669
SZ399684,深成消费,/S/SZ399684
SH600208,新湖中宝,/S/SH600208
SH600231,凌钢股份,/S/SH600231
SH600351,亚宝药业,/S/SH600351
SH601588,北辰实业,/S/SH601588
SZ000039,中集集团,/S/SZ000039
SZ000830,鲁西化工,/S/SZ000830
SZ002424,贵州百灵,/S/SZ002424
SH000068,上证资源,/S/SH000068
SH000805,A股资源,/S/SH000805
SZ399409,小盘高贝,/S/SZ399409
SZ399640,创业基础,/S/SZ399640
SZ399975,证券公司,/S/SZ399975
SH600496,精工钢构,/S/SH600496
SH600987,航民股份,/S/SH600987
SH601019,山东出版,/S/SH601019
SH603396,金辰股份,/S/SH603396
SH603728,鸣志电器,/S/SH603728
SZ000150,宜华健康,/S/SZ000150
SZ000559,万向钱潮,/S/SZ000559
SZ000878,云南铜业,/S/SZ000878
SZ002521,齐峰新材,/S/SZ002521
SZ300187,永清环保,/S/SZ300187
SH000130,380波动,/S/SH000130
SZ399361,国证商业,/S/SZ399361
SH600103,青山纸业,/S/SH600103
SH600266,北京城建,/S/SH600266
SH600468,百利电气,/S/SH600468
SH601838,成都银行,/S/SH601838
SH603259,药明康德,/S/SH603259
SH603968,醋化股份,/S/SH603968
SZ000552,靖远煤电,/S/SZ000552
SZ002040,南京港,/S/SZ002040
SZ300430,诚益通,/S/SZ300430
SZ300478,杭州高新,/S/SZ300478
SZ399624,中创400,/S/SZ399624
SH600362,江西铜业,/S/SH600362
SH600429,三元股份,/S/SH600429
SH600693,东百集团,/S/SH600693
SZ000089,深圳机场,/S/SZ000089
SZ000430,张家界,/S/SZ000430
SZ000725,京东方A,/S/SZ000725
SZ300342,天银机电,/S/SZ300342
SZ300569,天能重工,/S/SZ300569
SZ399316,巨潮小盘,/S/SZ399316
SH600348,阳泉煤业,/S/SH600348
SH600642,申能股份,/S/SH600642
SH600737,中粮糖业,/S/SH600737
SH601669,中国电建,/S/SH601669
SZ000088,盐田港,/S/SZ000088
SZ000639,西王食品,/S/SZ000639
SZ000683,远兴能源,/S/SZ000683
SZ000950,重药控股,/S/SZ000950
SZ002294,信立泰,/S/SZ002294
SZ002536,西泵股份,/S/SZ002536
SZ002570,*ST因美,/S/SZ002570
SZ002759,天际股份,/S/SZ002759
SZ002820,桂发祥,/S/SZ002820
SZ200550,江铃B,/S/SZ200550
SZ300200,高盟新材,/S/SZ300200
SZ300495,美尚生态,/S/SZ300495
SZ399408,小盘低波,/S/SZ399408
SZ399629,700价值,/S/SZ399629
SH600395,盘江股份,/S/SH600395
SH603001,奥康国际,/S/SH603001
SH603685,晨丰科技,/S/SH603685
SZ000915,山大华特,/S/SZ000915
SZ002304,洋河股份,/S/SZ002304
SZ002634,棒杰股份,/S/SZ002634
SZ002780,三夫户外,/S/SZ002780
SZ300468,四方精创,/S/SZ300468
SZ399695,深证节能,/S/SZ399695
SZ399376,小盘成长,/S/SZ399376
SZ399654,深证文化,/S/SZ399654
SZ399990,煤炭等权,/S/SZ399990
SH600169,太原重工,/S/SH600169
SH601058,赛轮轮胎,/S/SH601058
SH601118,海南橡胶,/S/SH601118
SH601137,博威合金,/S/SH601137
SH603203,快克股份,/S/SH603203
SH603787,新日股份,/S/SH603787
SZ000046,泛海控股,/S/SZ000046
SZ002189,利达光电,/S/SZ002189
SZ002388,新亚制程,/S/SZ002388
SZ002401,中远海科,/S/SZ002401
SZ002410,广联达,/S/SZ002410
SZ300672,国科微,/S/SZ300672
SH600201,生物股份,/S/SH600201
SH600562,国睿科技,/S/SH600562
SH600668,尖峰集团,/S/SH600668
SH600917,重庆燃气,/S/SH600917
SH601138,工业富联,/S/SH601138
SH603880,南卫股份,/S/SH603880
SH603919,金徽酒,/S/SH603919
SH603969,银龙股份,/S/SH603969
SZ300148,天舟文化,/S/SZ300148
SZ399698,优势成长,/S/SZ399698
SH000070,能源等权,/S/SH000070
SH000823,800有色,/S/SH000823
SH603871,嘉友国际,/S/SH603871
SH900903,大众B股,/S/SH900903
SZ000908,景峰医药,/S/SZ000908
SZ002225,濮耐股份,/S/SZ002225
SZ002441,众业达,/S/SZ002441
SZ200016,深康佳B,/S/SZ200016
SZ300098,高新兴,/S/SZ300098
SZ300509,新美星,/S/SZ300509
SH000105,380材料,/S/SH000105
SH000138,380低贝,/S/SH000138
SH600059,古越龙山,/S/SH600059
SH600299,安迪苏,/S/SH600299
SH600566,济川药业,/S/SH600566
SH600861,北京城乡,/S/SH600861
SH603398,邦宝益智,/S/SH603398
SH603444,吉比特,/S/SH603444
SZ000819,岳阳兴长,/S/SZ000819
SZ000902,新洋丰,/S/SZ000902
SZ002053,云南能投,/S/SZ002053
SH600816,安信信托,/S/SH600816
SH601989,中国重工,/S/SH601989
SH900927,物贸B股,/S/SH900927
SZ200869,张裕B,/S/SZ200869
SH000841,800医药,/S/SH000841
SH000905,中证500,/S/SH000905
SZ399905,中证500,/S/SZ399905
SH600316,洪都航空,/S/SH600316
SH600335,国机汽车,/S/SH600335
SH600350,山东高速,/S/SH600350
SH601001,大同煤业,/S/SH601001
SH603323,吴江银行,/S/SH603323
SH900936,鄂资B股,/S/SH900936
SZ000672,上峰水泥,/S/SZ000672
SZ000929,兰州黄河,/S/SZ000929
SZ000976,华铁股份,/S/SZ000976
SZ200054,建车B,/S/SZ200054
SZ300196,长海股份,/S/SZ300196
SH000120,380R价值,/S/SH000120
SZ399120,采掘指数,/S/SZ399120
SH600076,康欣新材,/S/SH600076
SH600158,中体产业,/S/SH600158
SH600179,安通控股,/S/SH600179
SH600819,耀皮玻璃,/S/SH600819
SH603383,顶点软件,/S/SH603383
SZ000009,中国宝安,/S/SZ000009
SZ000510,金路集团,/S/SZ000510
SZ002237,恒邦股份,/S/SZ002237
SZ300389,艾比森,/S/SZ300389
SH000814,细分医药,/S/SH000814
SZ399622,深证公用,/S/SZ399622
SH600958,东方证券,/S/SH600958
SH603486,科沃斯,/S/SH603486
SZ000025,特力A,/S/SZ000025
SZ000900,现代投资,/S/SZ000900
SZ002287,奇正藏药,/S/SZ002287
SZ002394,联发股份,/S/SZ002394
SZ300669,沪宁股份,/S/SZ300669
SH000115,380等权,/S/SH000115
SH000128,380基本,/S/SH000128
SH000975,钱江30,/S/SH000975
SZ399242,商务指数,/S/SZ399242
SH600217,中再资环,/S/SH600217
SH600592,龙溪股份,/S/SH600592
SH600803,新奥股份,/S/SH600803
SH601360,三六零,/S/SH601360
SH603100,川仪股份,/S/SH603100
SH900910,海立B股,/S/SH900910
SZ000911,南宁糖业,/S/SZ000911
SZ002537,海联金汇,/S/SZ002537
SZ002561,徐家汇,/S/SZ002561
SZ300039,上海凯宝,/S/SZ300039
SZ300068,南都电源,/S/SZ300068
SZ300237,美晨生态,/S/SZ300237
SH000106,380工业,/S/SH000106
SH600307,酒钢宏兴,/S/SH600307
SH600321,*ST正源,/S/SH600321
SH600650,锦江投资,/S/SH600650
SH600681,百川能源,/S/SH600681
SH601005,重庆钢铁,/S/SH601005
SH601369,陕鼓动力,/S/SH601369
SH601636,旗滨集团,/S/SH601636
SZ000630,铜陵有色,/S/SZ000630
SZ002550,千红制药,/S/SZ002550
SZ300024,机器人,/S/SZ300024
SZ300492,山鼎设计,/S/SZ300492
SH000045,上证小盘,/S/SH000045
SH000804,500波动,/S/SH000804
SH000809,细分农业,/S/SH000809
SH600406,国电南瑞,/S/SH600406
SH600409,三友化工,/S/SH600409
SH603188,亚邦股份,/S/SH603188
SH603227,雪峰科技,/S/SH603227
SH603399,吉翔股份,/S/SH603399
SZ000698,沈阳化工,/S/SZ000698
SZ002056,横店东磁,/S/SZ002056
SZ002097,山河智能,/S/SZ002097
SZ002439,启明星辰,/S/SZ002439
SZ002861,瀛通通讯,/S/SZ002861
SZ300049,福瑞股份,/S/SZ300049
SZ300551,古鳌科技,/S/SZ300551
SZ399694,创业高贝,/S/SZ399694
SH000039,上证信息,/S/SH000039
SH000816,细分地产,/S/SH000816
SZ399238,餐饮指数,/S/SZ399238
SH600221,海航控股,/S/SH600221
SH600449,宁夏建材,/S/SH600449
SH600612,老凤祥,/S/SH600612
SH603020,爱普股份,/S/SH603020
SZ000599,青岛双星,/S/SZ000599
SZ000967,盈峰环境,/S/SZ000967
SZ200017,深中华B,/S/SZ200017
SH000145,优势资源,/S/SH000145
SH000916,300电信,/S/SH000916
SZ399243,科研指数,/S/SZ399243
SH600358,国旅联合,/S/SH600358
SH600664,哈药股份,/S/SH600664
SH600697,欧亚集团,/S/SH600697
SH601566,九牧王,/S/SH601566
SH603030,全筑股份,/S/SH603030
SH900919,绿庭B股,/S/SH900919
SZ000883,湖北能源,/S/SZ000883
SZ002128,露天煤业,/S/SZ002128
SZ002825,纳尔股份,/S/SZ002825
SH000161,沪中国造,/S/SH000161
SZ399102,创业板综,/S/SZ399102
SH600117,西宁特钢,/S/SH600117
SH600148,长春一东,/S/SH600148
SH600461,洪城水业,/S/SH600461
SH600587,新华医疗,/S/SH600587
SH601199,江南水务,/S/SH601199
SH601595,上海电影,/S/SH601595
SZ000783,长江证券,/S/SZ000783
SZ002299,圣农发展,/S/SZ002299
SZ200045,深纺织B,/S/SZ200045
SZ300153,科泰电源,/S/SZ300153
SH000099,上证F300,/S/SH000099
SH000811,细分有色,/S/SH000811
SH000959,银河99,/S/SH000959
SH000976,新华金牛,/S/SH000976
SZ399234,水电指数,/S/SZ399234
SZ399395,国证有色,/S/SZ399395
SH600858,银座股份,/S/SH600858
SH603116,红蜻蜓,/S/SH603116
SH603955,大千生态,/S/SH603955
SZ000603,盛达矿业,/S/SZ000603
SZ000913,钱江摩托,/S/SZ000913
SZ002283,天润曲轴,/S/SZ002283
SZ002473,*ST圣莱,/S/SZ002473
SZ002541,鸿路钢构,/S/SZ002541
SZ002625,光启技术,/S/SZ002625
SZ002646,青青稞酒,/S/SZ002646
SZ002884,凌霄泵业,/S/SZ002884
SZ300229,拓尔思,/S/SZ300229
SZ300315,掌趣科技,/S/SZ300315
SZ300613,富瀚微,/S/SZ300613
SZ300673,佩蒂股份,/S/SZ300673
SH000162,沪互联+,/S/SH000162
SH000819,有色金属,/S/SH000819
SH600593,大连圣亚,/S/SH600593
SH600716,凤凰股份,/S/SH600716
SH603703,盛洋科技,/S/SH603703
SZ000019,深深宝A,/S/SZ000019
SZ000541,佛山照明,/S/SZ000541
SZ002119,康强电子,/S/SZ002119
SZ002818,富森美,/S/SZ002818
SZ200505,京粮B,/S/SZ200505
SH600287,江苏舜天,/S/SH600287
SH600420,现代制药,/S/SH600420
SH601992,金隅集团,/S/SH601992
SH603601,再升科技,/S/SH603601
SZ000988,华工科技,/S/SZ000988
SZ002145,中核钛白,/S/SZ002145
SZ002197,证通电子,/S/SZ002197
SZ002641,永高股份,/S/SZ002641
SZ300010,立思辰,/S/SZ300010
SZ300270,中威电子,/S/SZ300270
SH600182,S佳通,/S/SH600182
SH600246,万通地产,/S/SH600246
SH600834,申通地铁,/S/SH600834
SZ002196,方正电机,/S/SZ002196
SZ300183,东软载波,/S/SZ300183
SZ300245,天玑科技,/S/SZ300245
SZ300319,麦捷科技,/S/SZ300319
SZ399699,金融科技,/S/SZ399699
SH000110,380金融,/S/SH000110
SZ399236,批零指数,/S/SZ399236
SH600039,四川路桥,/S/SH600039
SH600597,光明乳业,/S/SH600597
SH603617,君禾股份,/S/SH603617
SH603826,坤彩科技,/S/SH603826
SH900918,耀皮B股,/S/SH900918
SZ002689,远大智能,/S/SZ002689
SZ200553,安道麦B,/S/SZ200553
SZ200992,中鲁B,/S/SZ200992
SZ300230,永利股份,/S/SZ300230
SZ399390,1000公用,/S/SZ399390
SH600820,隧道股份,/S/SH600820
SH600886,国投电力,/S/SH600886
SH603636,南威软件,/S/SH603636
SZ000516,国际医学,/S/SZ000516
SZ000822,山东海化,/S/SZ000822
SZ002455,百川股份,/S/SZ002455
SZ002505,大康农业,/S/SZ002505
SZ002701,奥瑞金,/S/SZ002701
SH000852,中证1000,/S/SH000852
SZ399438,国证电力,/S/SZ399438
SH600022,山东钢铁,/S/SH600022
SH600213,亚星客车,/S/SH600213
SH600455,博通股份,/S/SH600455
SH601198,东兴证券,/S/SH601198
SH603367,辰欣药业,/S/SH603367
SH603996,中新科技,/S/SH603996
SZ002285,世联行,/S/SZ002285
SZ002655,共达电声,/S/SZ002655
SZ300584,海辰药业,/S/SZ300584
SZ399410,苏州率先,/S/SZ399410
SH600606,绿地控股,/S/SH600606
SH600723,首商股份,/S/SH600723
SH600732,ST新梅,/S/SH600732
SH600847,万里股份,/S/SH600847
SH600998,九州通,/S/SH600998
SH601828,美凯龙,/S/SH601828
SZ002533,金杯电工,/S/SZ002533
SZ300421,力星股份,/S/SZ300421
SZ300458,全志科技,/S/SZ300458
